$SUMMARY
Experiment Type : Continuous Scan
Experiment Name : egg PC, Number : 37
Experiment Description : 
Software Version : v2.03
Experiment start time : 01/12/2009  14:00:46
Temp. Setpoint   : 25.00 deg C
Scan Start : 60.000 deg.
Scan End   : 70.000 deg.
Scan Step  :  0.001 deg.
Scan Rate  : 25.000 deg./min.
Number of Repeats : 1
Wait Time Between Repeats  : 0.100 sec
Prism Position   : Sample Position
Laser/Polarization : RED P
Sample Temperature : 25.03 degC.
Normalization:
Normalize 0 pct. Value (Dark Sample) = -0.001
Normalize 0 pct. Value (Dark Ref.) = -0.000
RED Correction:
Normalize Angle = 65.000
Normalize 100 pct. Value P = 3.392844
Normalize 100 pct. Value S = 3.307350
Initial Reference Value P = 4.022547
Initial Reference Value S = 3.858709
GREEN Correction:
Normalize Angle = 65.000
Normalize 100 pct. Value P = 2.969579
Normalize 100 pct. Value S = 2.658902
Initial Reference Value P = 2.722457
Initial Reference Value S = 2.508218
65 deg Start of Scan Raw Sample =   3.3171
65 deg Start of Scan Raw Reference =   4.1059
65 deg Start of Scan Reflectance =   3.2507

$DATA
$MDCNAME:
$MDCDATA:1:2:3
 X	Reflectance	Raw_Sample	Raw_Reference
60.11395 	0.85546  	2.73045  	4.10342  
60.11505 	0.85517  	2.73034  	4.10418  
60.11599 	0.85542  	2.72934  	4.10263  
60.11709 	0.85554  	2.72923  	4.10220  
60.11819 	0.85518  	2.73002  	4.10368  
60.11929 	0.85495  	2.73078  	4.10523  
60.12023 	0.85531  	2.73026  	4.10401  
60.12133 	0.85570  	2.73067  	4.10361  
60.12243 	0.85576  	2.73041  	4.10348  
60.12337 	0.85581  	2.73030  	4.10346  
60.12447 	0.85588  	2.73008  	4.10335  
60.12557 	0.85636  	2.72917  	4.10146  
60.12651 	0.85641  	2.72904  	4.10128  
60.12761 	0.85604  	2.72912  	4.10207  
60.12870 	0.85504  	2.73061  	4.10525  
60.12965 	0.85467  	2.72936  	4.10473  
60.13074 	0.85466  	2.73021  	4.10531  
60.13185 	0.85509  	2.72995  	4.10420  
60.13295 	0.85486  	2.73048  	4.10508  
60.13389 	0.85546  	2.72958  	4.10322  
60.13499 	0.85607  	2.72880  	4.10117  
60.13609 	0.85620  	2.72915  	4.10141  
60.13703 	0.85626  	2.73056  	4.10226  
60.13813 	0.85561  	2.72995  	4.10346  
60.13923 	0.85546  	2.72989  	4.10403  
60.14017 	0.85525  	2.72995  	4.10475  
60.14127 	0.85516  	2.72973  	4.10503  
60.14236 	0.85510  	2.72936  	4.10488  
60.14331 	0.85570  	2.72819  	4.10259  
60.14441 	0.85611  	2.72832  	4.10163  
60.14550 	0.85591  	2.72899  	4.10226  
60.14660 	0.85560  	2.72978  	4.10355  
60.14754 	0.85547  	2.72965  	4.10351  
60.14864 	0.85543  	2.72956  	4.10364  
60.14974 	0.85494  	2.72984  	4.10510  
60.15068 	0.85452  	2.73006  	4.10616  
60.15178 	0.85521  	2.72838  	4.10377  
